[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	
QIWMER	Ting Meng, Qi-Pin Qin, Zi-Lu Chen, Hua-Hong Zou, Kai Wang, Fu-Pei Liang	Eur.J.Med.Chem. 	169	103	2019	C32 H24 Cl4 N5 O5 Pr1	bis(5,7-dichloro-2-methylquinolin-8-olato)-(4,4'-dimethyl-2,2'-bipyridine)-(nitrato)-praseodymium				colorless	antitumor activity		Pccn	56	28.8651	29.5263	15.9715	90.0	90.0	90.0	13612.184	15.9715	28.8651	29.5263	90.0	90.0	90.0	13612.184	850.7615	1	16.0	2.0		block			6.05	296	1.642	1.642	3		296.1 K	The paper reports this as a promethium compound, but the authors have confirmed that it really is the praseodymium compound	
QIWMIV	Ting Meng, Qi-Pin Qin, Zi-Lu Chen, Hua-Hong Zou, Kai Wang, Fu-Pei Liang	Eur.J.Med.Chem. 	169	103	2019	C32 H24 Cl4 N5 O5 Yb1	bis(5,7-dichloro-2-methylquinolin-8-olato)-(nitrato)-(4,4'-dimethyl-2,2'-bipyridine)-ytterbium				colorless	tested for antitumour activity		Pccn	56	28.8818	29.5091	15.9473	90.0	90.0	90.0	13591.5	15.9473	28.8818	29.5091	90.0	90.0	90.0	13591.5	849.46875	1	16.0	2.0		block			4.12	293	1.707	1.707	3		293 K		
QIXGEM	R.Al-Wabli, A.Al-Ghamdi, S.Aswathy, H.Ghabbour, M.Al-Agamy, I.H.Joe, M.Attia	Crystals 	9	82	2019	C20 H18 Cl1 N5 O3	2-[1-(2H-1,3-benzodioxol-5-yl)-3-(1H-imidazol-1-yl)propylidene]-N-(2-chlorophenyl)hydrazine-1-carboxamide				colorless			P21/c	14	8.778	20.5417	11.0793	90.0	100.774	90.0	1962.548	8.778	11.0793	20.5417	90.0	90.0	100.774	1962.548	490.637	1	4.0	1.0		block			5.97	293	1.394	1.394	3		293 K		
QIXJOY	Dong-Lai Peng	Koord.Khim.(Russ.)(Coord.Chem.) 	39	507	2013	C18 H14 Cl4 Mn1 N2 O4,0.5(H2 O1)	bis(2,4-Dichloro-6-(((2-oxidoethyl)imino)methyl)phenolato)-manganese(iv) hemihydrate				brown			Fdd2	43	24.17	32.021	11.352	90.0	90.0	90.0	8785.853	11.352	13.35156	16.98685	81.8335	70.4797	64.8418	2196.463	549.1158125	2	16.0	1.0		block			8.18	298	1.597	1.594	3		298 K		
QIXVUO	N.B.Singh, A.Srivastava, R.Frohlich	J.Chem.Soc.,Perkin Trans.2 		838	2001	C9 H7 N1 O1,C6 H3 Cl3 O1	8-Hydroxyquinoline 2,4,5-trichlorophenol	PDB Chemical Component code: TC7		74deg.C	yellow			P21/n	14	11.023	16.872	16.682	90.0	107.57	90.0	2957.783	11.023	16.682	16.872	90.0	90.0	107.57	2957.783	369.722875	2	8.0	2.0		plate			4.14	295	1.539	1.539	3				
QIXZIJ	Y.Ishikawa, K.Suzuki, K.Hayashi, S.Nema, M.Yamashita	Org.Lett. 	21	1722	2019	C18 H11 B1 Cl3 N1	10-(2,4,6-trichlorophenyl)-5,10-dihydrodibenzo[b,e][1,4]azaborinine				colorless			P-1	2	7.8884	17.3575	18.0809	96.442	92.33	97.592	2434.622	7.8884	17.3575	18.0809	96.442	92.33	97.592	2434.622	405.770333333	1	6.0	3.0		plate			5.85	93	1.467	1.467	3				
QIYQOG	Zhengjun Fang, Chenzhong Cao, Jianfang Chen, Xingchen Deng	J.Mol.Struct. 	1063	307	2014	C20 H14 Cl2 N2	1,4-phenylenebis(N-(4-chlorophenyl)methanimine)							P21/n	14	5.9607	7.4707	38.009	90.0	91.305	90.0	1692.125	5.9607	7.4707	38.009	90.0	91.305	90.0	1692.125	423.03125	1	4.0	1.0					4.57	290	1.387	1.387	3		at 290 K		
QIYSAV	Shi Yun-Lian, Huang Tao, Nie Xu-Liang, Peng Da-Yong, Liu Jin-Chuan, Li Bao-Tong	Z.Kristallogr.-New Cryst.Struct. 	234	331	2019	C15 H6 Cl6 O4	bis(2,4,6-trichlorophenyl) propanedioate	bis(2,4,6-trichlorophenyl) malonate			colorless			Cc	9	12.098	10.0628	15.1518	90.0	104.231	90.0	1787.971	7.868	7.868	15.1518	79.1057	79.1057	79.5056	893.986	446.99275	1	4.0	1.0		block			2.14	296	1.72	1.72	3		296 K		
QOBGEU	Yun-Peng Xie, Jin Yang, Jian-Fang Ma, Lai-Ping Zhang, Shu-Yan Song, Zhong-Min Su	Chem.-Eur.J. 	14	4093	2008	C76 H62 As6 Cl12 O26 Sn7	hexakis(mu!3$-2,4-dichlorophenylarsonato)-bis(mu!3$-oxo)-bis(mu!2$-hydroxo)-tetrakis(mu!2$-methoxo)-hexaphenyl-hepta-tin(iv)				colorless			P21/n	14	13.781	22.323	16.705	90.0	94.54	90.0	5122.889	13.781	16.705	22.323	90.0	90.0	94.54	5122.889	2561.4445	1	2.0	0.5		block			6.56	293	2.008	2.008	3		at 293 K		
QOBGIY	Yun-Peng Xie, Jin Yang, Jian-Fang Ma, Lai-Ping Zhang, Shu-Yan Song, Zhong-Min Su	Chem.-Eur.J. 	14	4093	2008	C80 H70 As6 Cl12 O26 Sn7,C2 H6 O1	hexakis(mu!3$-2,4-dichlorophenylarsonato)-bis(mu!3$-oxo)-bis(mu!2$-hydroxo)-tetrakis(mu!2$-ethoxo)-hexaphenyl-hepta-tin(iv) ethanol solvate				colorless			P21/n	14	14.78	21.717	16.86	90.0	91.431	90.0	5409.989	14.78	16.86	21.717	90.0	90.0	91.431	5409.989	2704.9945	2	2.0	0.5		block			6.49	293	1.964	1.964	3		at 293 K		
QOCRIM	K.Flanagan, S.S.R.Bernhard, Shane Plunkett, M.O.Senge	Chem.-Eur.J. 	25	6941	2019	C19 H9 Cl4 N1 O6	methyl 4-{[(4,5,6,7-tetrachloro-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)oxy]carbonyl}pentacyclo[4.2.0.0$2,5!.0$3,8!.0$4,7!]octane-1-carboxylate	1-methyl 4-(4,5,6,7-tetrachloro-1,3-dioxoisoindolin-2-yl) cubane-1,4-dicarboxylate			colorless			P-1	2	7.5439	8.0568	15.4703	80.486	84.62	89.84	923.184	7.5439	8.0568	15.4703	80.486	84.62	89.84	923.184	461.592	1	2.0	1.0	The material was recrystallised from a mixture of DCM and methanol  by slow evaporation	block			3.77	100	1.759	1.759	3				
QOCSIK	R.M.Ceder, G.Muller, M.Ordinas, M.A.Maestro, J.Mahia, M.F.Bardia, X.Solans	J.Chem.Soc.,Dalton Trans. 		977	2001	C26 H27 Cl3 N3 Ni1 1+,B1 F4 1-	(Z,Z)-(3-Chloro-2-((4-((2,6-dichlorobenzylidene)amino)butylimino)methyl)phenyl-C,N,N')-(2,4,6-dimethylpyridine-N)-nickel(ii) tetrafluoroborate	(Z,Z)-(3-Chloro-2-((4-((2,6-dichlorobenzylidene)amino)butylimino)methyl)phenyl-C,N,N')-(2,4,6-collidine-N)-nickel(ii) tetrafluoroborate			orange			P-1	2	8.31	11.852	14.316	98.571	98.98	93.02	1372.979	8.31	11.852	14.316	98.571	98.98	93.02	1372.979	686.4895	2	2.0	1.0		block			4.81	295	1.532	1.532	3				
QOFKAY	N.Muhammad, M.N.Tahir, Zia-ur-Rehman, S.Ali, F.Shaheen	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	64	o1542	2008	C10 H9 Cl1 O2	3-(4-Chlorophenyl)-2-methylacrylic acid				colorless			P-1	2	7.2164	8.2746	9.1762	115.182	108.022	90.052	465.906	7.2164	8.2746	9.1762	115.182	108.022	90.052	465.906	232.953	1	2.0	1.0	ethanol	prism			5.93	296	1.402	1.402	3		at 296 K		
QOGBIZ	D.Cao, Michael Hong, A.K.Blackburn, Zhichang Liu, J.M.Holcroft, J.Fraser Stoddart	Chemical Science 	5	4242	2014	C18 H26 N2 O4,C10 H2 Cl2 N2 O4	4,8-dichloropyrrolo[3,4-f]isoindole-1,3,5,7(2H,6H)-tetrone 2,2'-(naphthalene-1,5-diylbis(iminoethane-2,1-diyloxy))diethanol				yellow			P21/c	14	6.6819	22.978	8.8554	90.0	101.576	90.0	1331.973	6.6819	8.8554	22.978	90.0	90.0	101.576	1331.973	665.9865	2	2.0	0.5		needle			3.15	100	1.545	1.544	3				
QOGKII	P.Romanato, S.Duttwyler, Anthony Linden, K.K.Baldridge, J.S.Siegel	J.Phys.Org.Chem. 	27	277	2014	C20 H16 Cl4 Si1	dimethyl(2,2'',6,6''-tetrachloro-1,1':3',1''-terphenyl-2'-yl)silane	[2,6-bis(2,6-dichlorophenyl)phenyl]dimethylsilane			colorless			P21/c	14	15.9849	8.6106	15.3889	90.0	107.4597	90.0	2020.536	8.6106	15.3889	15.9849	107.4597	90.0	90.0	2020.536	505.134	1	4.0	1.0		prism			5.7	160	1.401	1.401	3				
QOHMIL	S.L.Rubab, B.Nisar, A.R.Raza, N.Ullah, M.N.Tahir	Molecules 	19	139	2014	C11 H10 Cl1 N1 O3	7-chloro-3,9-dimethyl-4,1-benzoxazepine-2,5(1H,3H)-dione				white			P21/c	14	8.7283	15.584	7.815	90.0	93.573	90.0	1060.944	7.815	8.7283	15.584	90.0	90.0	93.573	1060.944	265.236	1	4.0	1.0		prism			3.25	296	1.5	1.5	3		296 K		
QOHPAG	D.C.Reis, A.A.R.Despaigne, J.G.Da Silva, N.F.Silva, C.F.Vilela, I.C.Mendes, J.A.Takahashi, H.Beraldo	Molecules 	18	12645	2013	C17 H13 Cl1 N4 O1	4-chloro-N'-(4-(1H-imidazol-1-yl)benzylidene)benzohydrazide				yellow			P21/c	14	8.2223	20.3167	9.416	90.0	108.679	90.0	1490.092	8.2223	9.416	20.3167	90.0	90.0	108.679	1490.092	372.523	1	4.0	1.0					3.47	293	1.448	1.448	3		293 K		
QOHYOD	Yuan Dai, Yin-Ge Wang, Jiao Geng, Yu-Xin Peng, Wei Huang	Dalton Trans. 	43	13831	2014	C52 H48 Cl8 Cu2 N12 O4	bis(2,4-dichloro-6-(((3-(1H-imidazol-1-yl)propyl)imino)methyl)phenolato)-bis(mu-2,4-dichloro-6-(((3-(1H-imidazol-1-yl)propyl)imino)methyl)phenolato)-di-copper(ii)				green			P2/c	13	12.946	13.68	19.492	90.0	114.307	90.0	3146.044	12.946	13.68	18.43353	90.0	105.4885	90.0	3146.045	1573.022	1	2.0	0.5		block			5.5	291	1.389	1.389	3		291 K		
QOLMEL	Yan Li, Chun-Hua Huang, Yu-Xiang Liu, Li Mao, Ben-Zhan Zhu	Chem.-Eur.J. 	20	13028	2014	C6 H2 Cl4 O2,C14 H12 N2	3,4,5,6-Tetrachlorobenzene-1,2-diol 4,7-dimethyl-1,10-phenanthroline				colorless			P-1	2	9.2952	9.3604	11.7531	93.322	98.7	106.174	965.415	9.2952	9.3604	11.7531	93.322	98.7	106.174	965.415	482.7075	2	2.0	1.0		block			4.22	114	1.569	1.569	3				
QOLROZ	E.S.Akinboye, R.J.Butcher, Y.Brandy, T.A.Adesiyun, O.Bakare	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o24	2009	C24 H12 Br1 Cl2 N1 O4	N-(3-Bromo-1,4-dioxo-1,4-dihydro-2-naphthyl)-2-chloro-N-(2-chlorobenzoyl)benzamide				pale yellow	potential anticancer agent		P21/n	14	12.859	7.8126	21.9574	90.0	106.272	90.0	2117.526	7.8126	12.859	21.9574	106.272	90.0	90.0	2117.526	529.3815	1	4.0	1.0	ethyl acetate	needle			4.66	200	1.66	1.66	3				
QOLVIX	P.D.Ahn, R.Bishop, D.C.Craig, M.L.Scudder	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	65	o1103	2009	C6 H4 Cl2 O2	2,3-Dichlorobenzene-1,4-diol				colorless			P21/c	14	4.831	11.347	12.962	90.0	105.94	90.0	683.222	4.831	11.347	12.52827	90.0	95.8238	90.0	683.222	170.8055	1	4.0	1.0	benzene	tabular			3.4	294	1.74	1.74	3		at 294 K		
QOMFOQ	P.Kumar, S.Swagatika, S.Dasari, R.S.Tomar, A.K.Patra	J.Inorg.Biochem. 	199	110769	2019	C42 H34 Cl2 N6 O4 Ru1,2(C1 H1 Cl3)	bis{2-[(3-chloro-2-methylphenyl)amino]benzoato}-bis(1H-indazole)-ruthenium(ii) chloroform solvate				dark brown			P-1	2	7.5542	10.721	13.7422	91.159	96.11	95.328	1101.348	7.5542	10.721	13.7422	91.159	96.11	95.328	1101.348	1101.348	2	1.0	0.5		Block			3.91	100	1.655	1.655	3				
QOMRER	Kamni, B.K.Sarojini, P.S.Manjula, B.Narayana, S.Anthal, R.Kant	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	70	o1015	2014	C17 H15 Cl1 N4 S1	4-[(E)-(4-Chlorobenzylidene)amino]-3-(2-methylbenzyl)-1H-1,2,4-triazole-5(4H)-thione				white			P21/c	14	13.4821	6.8479	18.4895	90.0	100.443	90.0	1678.75	6.8479	13.4821	18.4895	100.443	90.0	90.0	1678.75	419.6875	1	4.0	1.0		block			4.47	293	1.357	1.356	3		293 K		
QONKIN	H.Uno, K.Kasahara, N.Nibu, S.Nagaoka, N.Ono	J.Org.Chem. 	65	1615	2000	C36 H16 Cl4 F12	trans-anti-1,3-Di-p-chlorophenyl-2,4-bis(2-(p-chlorophenyl)-ethenylidene)-1,3-bis(trifluoromethyl)cyclobutane			235-237deg.C	pale yellow			P-1	2	17.077	19.122	12.248	95.68	100.01	114.506	3517.936	12.248	17.077	19.122	114.506	95.68	100.01	3517.936	879.484	1	4.0	2.0		prismatic			7.2	295	1.545	1.545	3				
QONPEO	A.Sugimoto, Y.Yoshino, R.Watanabe, K.Mizuno, K.Uehara	J.Heterocycl.Chem. 	36	1057	1999	C14 H10 Br2 Cl2 N2	2,7-Dibromo-1,6-dichloro-5,10-dimethyl-5,10-dihydrophenazine			165-166deg.C	yellow			P21/n	14	23.076	9.051	7.318	90.0	90.3	90.0	1528.423	7.318	9.051	23.076	90.0	90.3	90.0	1528.423	382.10575	1	4.0	1.0		prism			4.5	295	1.899	1.889	3				
QOPJUC	K.K.Carter, H.B.Rycenga, A.J.McNeil	Langmuir 	30	3522	2014	C8 H5 Cl1 N2 O1	7-chloroquinoxalin-2(1H)-one				gold			P21/c	14	5.6781	4.727	26.8696	90.0	93.081	90.0	720.148	4.727	5.6781	26.8696	93.081	90.0	90.0	720.148	180.037	1	4.0	1.0		plate			4.54	85	1.666	1.666	3				
QOPRIY	Kun Tang, Jian-Jun Zhang, Da-Hai Zhang, Ning Ren, Li-Zhen Yan, Yuan Li	J.Chem.Thermodynamics 	56	38	2013	C66 H32 Cl6 F12 N4 Nd2 O14	tetrakis(mu-2-chloro-4,5-difluorobenzoato)-bis(2-chloro-4,5-difluorobenzoato)-bis(1,10-phenanthroline)-diaqua-di-neodymium				violet			P-1	2	10.869	11.615	14.342	104.307	103.338	102.239	1636.153	10.869	11.615	14.342	104.307	103.338	102.239	1636.153	1636.153	1	1.0	0.5		Block			3.25	153	1.862	1.862	3				
QOPWEY	Qiyun Shao, Wenbo Shi, Chunbao Li	Synthesis 	2008	3925	2008	C24 H15 Cl3 O5	1,3-Dioxolane-2,4,5-triyltris((4-chlorophenyl)methanone)							P-1	2	7.0865	9.37	16.926	83.17	78.804	74.652	1060.473	7.0865	9.37	16.926	83.17	78.804	74.652	1060.473	530.2365	1	2.0	1.0					4.28	294	1.534	1.534	3		at 294 K		
QOQRIY	Chuanmei Qi, Qingwei Zheng, Ruimao Hua	Tetrahedron 	65	1316	2009	C16 H12 Cl1 N1	2-(2-Chlorophenyl)-4-methylquinoline			87-87.5 deg.C	colorless			P-1	2	4.0416	12.0339	13.9554	64.48	86.625	89.427	611.365	4.0416	12.0339	13.9554	64.48	86.625	89.427	611.365	305.6825	1	2.0	1.0	dichloromethane/n-hexane	block			4.86	295	1.378	1.378	3		at 295 K		
QOQXOL	V.Kumar, A.K.Banala, E.G.Garcia, Jianjing Cao, T.M.Keck, A.Bonifazi, J.R.Deschamps, A.H.Newman	ACS.Med.Chem.Lett. 	5	647	2014	C22 H23 Cl2 N3 O3	(S)-2-(4-(4-(2,3-Dichlorophenyl)piperazin-1-yl)-3-hydroxybutyl)-1H-isoindole-1,3(2H)-dione				colorless	absolute configuration		P212121	19	4.7352	9.8753	44.74	90.0	90.0	90.0	2092.11	4.7352	9.8753	44.74	90.0	90.0	90.0	2092.11	523.0275	1	4.0	1.0		rod			3.71	150	1.423	1.423	3		absolute configuration		
QOQXUR	V.Kumar, A.K.Banala, E.G.Garcia, Jianjing Cao, T.M.Keck, A.Bonifazi, J.R.Deschamps, A.H.Newman	ACS.Med.Chem.Lett. 	5	647	2014	C22 H22 Cl2 F1 N3 O2	2-(4-(4-(2,3-Dichlorophenyl)piperazin-1-yl)-3-fluorobutyl)-1H-isoindole-1,3(2H)-dione				colorless	absolute configuration		P212121	19	4.5747	9.6567	44.757	90.0	90.0	90.0	1977.208	4.5747	9.6567	44.757	90.0	90.0	90.0	1977.208	494.302	1	4.0	1.0		rod			3.97	150	1.513	1.513	3		absolute configuration		
QORBEG	Yunbo Zhu, Long Zhang, Sanzhong Luo	J.Am.Chem.Soc. 	136	14642	2014	C21 H18 Br1 Cl2 N1 O3	3-(4-Bromophenyl)-2-(3,4-dichlorophenyl)-3-hydroxy-2-azaspiro[4.5]decane-1,6-dione				colorless	absolute configuration		P212121	19	6.7094	15.687	19.052	90.0	90.0	90.0	2005.23	6.7094	15.687	19.052	90.0	90.0	90.0	2005.23	501.3075	1	4.0	1.0		block			3.32	173	1.6	1.6	3		absolute configuration		
QOTHEP	R.A.Reddy, A.A.Festa, L.G.Voskressensky, V.B.Rybakov	CSD Communication(Private Communication) 			2019	C20 H16 Cl1 N1 O2 S1	N-[2-(benzenesulfonyl)-2-phenylethenyl]-4-chloroaniline	4-chloro-N-[(E)-2-phenyl-2-(phenylsulfonyl)ethenyl]aniline		426 K	light brown			P21/c	14	14.419	18.3555	13.8375	90.0	91.601	90.0	3660.913	13.8375	14.419	18.3555	90.0	90.0	91.601	3660.913	457.614125	1	8.0	2.0	ethyl acetate/hexane	prism			5.11	295	1.342	1.342	3		295 K		
QOVXOP	T.Kawamura, N.Hirayama	Anal.Sci.:X-Ray Struct.Anal.Online 	25	23	2009	C12 H17 Cl1 N1 O3 1+,Cl1 1-	2-(2-(4-Chlorophenoxy)acetoxy)-N,N-dimethylethanaminium chloride	Meclofenoxate hydrochloride			colorless	cerebral stimulant used to treat senile dementia and Alzheimer's disease		P-1	2	7.1485	13.919	15.156	100.28	101.783	96.176	1436.217	7.1485	13.919	15.156	100.28	101.783	96.176	1436.217	359.05425	2	4.0	2.0	ethanol	block			5.0	293	1.361	1.36	3		at 293.1 K		
QOWCOX	R.N.Duffin, V.L.Blair, L.Kedzierski, P.C.Andrews	Eur.J.Med.Chem. 	186	111895	2020	C19 H11 Cl4 Ga1 N2 O2	bis(5,7-dichloroquinolin-8-olato)-(methyl)-gallium(iii)				yellow			C2/c	15	15.8748	14.9556	17.9254	90.0	114.465	90.0	3873.688	10.90504	10.90504	17.9254	72.4561	72.4561	86.5845	1936.845	484.211	1	8.0	1.0		block			3.2	123	1.752	1.752	3				
QOYMOH	Jung Hee Yoon, Dae Won Ryu, Hyoung Chan Kim, Sung Won Yoon, Byoung Jin Suh, Chang Seop Hong	Chem.-Eur.J. 	15	3661	2009	C34 H28 Cl4 Mn2 N10 O4	bis(mu!2$-N,N'-(Propylene)-bis(5-chlorosalicylideneiminato)-N,N',O,O,O')-bis(azido-N)-di-manganese(iii)				red-brown	magnetic study		P21/n	14	8.6652	14.9356	13.8785	90.0	106.551	90.0	1721.734	8.6652	13.8785	14.9356	90.0	90.0	106.551	1721.734	860.867	1	2.0	0.5		block			3.73	293	1.721	1.721	3		at 293 K		
QOYTIK	R.Kannan, R.Chambenahalli, S.Kumar, A.Krishna, A.P.Andrews, E.D.Jemmis, A.Venugopal	Chem.Commun. 	55	14629	2019	C28 H50 Al1 N2 O2 P2 1+,C24 H12 B1 Cl8 1-	bis(2-(dimethylamino)phenyl)-bis(triethylphosphine oxide)-aluminium tetrakis(3,5-dichlorophenyl)borate				colorless			P212121	19	14.079	17.811	22.443	90.0	90.0	90.0	5627.831	14.079	17.811	22.443	90.0	90.0	90.0	5627.831	1406.95775	2	4.0	1.0		block			6.64	150	1.334	1.334	3				
QOYVOS	T.Stein, F.Hoffmann, M.Froba	CSD Communication(Private Communication) 			2019	C13 H9 Cl4 O1 P1	bis(2,6-dichlorophenyl)(methyl)oxo-lambda$5!-phosphane				colorless			P21/c	14	8.6285	15.4986	11.5173	90.0	110.858	90.0	1439.269	8.6285	11.5173	15.4986	90.0	90.0	110.858	1439.269	359.81725	1	4.0	1.0	dichloromethane	block			2.47	100	1.634	1.634	3				
QQQFUS01	B.T.Gowda, I.Svoboda, H.Fuess	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	63	o3308	2007	C8 H7 Cl2 N1 O1	N-(2,4-Dichlorophenyl)acetamide				colorless			P21/c	14	8.0552	11.773	9.7286	90.0	102.547	90.0	900.567	8.0552	9.7286	11.773	90.0	90.0	102.547	900.567	225.14175	1	4.0	1.0	ethanol	rod			3.66	302	1.505	1.505	3		at 302 K		
QUBROV	R.Jagan, K.Sivakumar	Acta Crystallogr.,Sect.C:Cryst.Struct.Commun. 	65	o414	2009	C6 H7 Cl1 N1 1+,C8 H5 O4 1-	4-chloroanilinium hydrogen phthalate	4-Chloroanilinium 2-carboxybenzoate			colorless			P21/c	14	14.361	8.0094	13.0715	90.0	111.301	90.0	1400.81	8.0094	13.0715	14.361	111.301	90.0	90.0	1400.81	350.2025	2	4.0	1.0	methanol	prism			4.23	292	1.393	1.393	3		at 292 K		
QUDTEO	Yu Chen, Yulin Lam, Soo-Ying Lee	Chem.Lett. 		274	2001	C16 H10 Cl2 N2	3,6-bis(p-chlorophenyl)pyridazine				colorless			P21/c	14	15.5196	13.979	6.2503	90.0	100.105	90.0	1334.959	6.2503	13.979	15.5196	90.0	100.105	90.0	1334.959	333.73975	1	4.0	1.0	diethyl ether/dichloromethane	Plate			3.37	293	1.499	1.498	3		at 293 K		
QUFPOZ	D.B.Konrad, G.Savasci, L.Allmendinger, D.Trauner, C.Ochsenfeld, A.M.Ali	J.Am.Chem.Soc. 	142	6538	2020	C12 H6 Cl4 N2	trans-bis(2,6-dichlorophenyl)diazene				red	for stereoisomer see [QUFPUF]		P-1	2	8.14609	8.27819	32.932	94.3451	92.6148	118.514	1937.283	8.14609	8.27819	32.932	94.3451	92.6148	118.514	1937.283	322.8805	1	6.0	3.0		block			3.18	173	1.646	1.646	3				
QUFPUF	D.B.Konrad, G.Savasci, L.Allmendinger, D.Trauner, C.Ochsenfeld, A.M.Ali	J.Am.Chem.Soc. 	142	6538	2020	C12 H6 Cl4 N2	cis-bis(2,6-dichlorophenyl)diazene				orange	for stereoisomer see [QUFPOZ]		P21/c	14	10.9223	7.4039	16.2847	90.0	107.709	90.0	1254.502	7.4039	10.9223	16.2847	107.709	90.0	90.0	1254.502	313.6255	1	4.0	1.0		rod			3.79	143	1.694	1.694	3				
QUHDOO	Xin Cheng, Qian Yang, Chen Gao, Bing-Wu Wang, T.Shiga, H.Oshio, Zhe-Ming Wang, Song Gao	Dalton Trans. 	44	11282	2015	C49 H30 Cl10 Fe2 N24 S4,H2 O1	tris(mu-1-(2,5-dichlorophenyl)-N-(4H-1,2,4-triazol-4-yl)methanimine)-bis(1-(2,5-dichlorophenyl)-N-(4H-1,2,4-triazol-4-yl)methanimine)-tetrakis(isothiocyanato)-di-iron(ii) monohydrate				red	low-spin state		P-1	2	12.2288	13.7545	21.2048	105.68	94.481	105.261	3269.79	12.2288	13.7545	21.2048	105.68	94.481	105.261	3269.79	1634.895	2	2.0	1.0		block		phase transition at 150 K	5.14	100	1.592	1.592	3				
QUHZOI	M.Soriano-Garcia, G.T.Chavez, F.M.Ramos, A.E.D.Perez, G.A.Hernandez	Rev.Latinoam Quim. 	28	65	2000	C15 H8 Cl2 N2 O3	1,3-bis(p-chlorophenyl)imidazolidinetrione			254-256deg.C	colorless			P212121	19	28.741	7.463	6.783	90.0	90.0	90.0	1454.913	6.783	7.463	28.741	90.0	90.0	90.0	1454.913	363.72825	1	4.0	1.0	acetone/hexane	prism			7.8	293	1.53	1.53	3		at 293 K		
QUJHAF	I.Alkorta, P.Goya, R.Perez-Fernandez, M.Alvarado, J.Elguero, S.Garcia-Granda, L.Menendez-Taboada	J.Mol.Struct. 	937	10	2009	C19 H15 Cl3 N2 O2	Ethyl 5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-4-methyl-1H-pyrazole-3-carboxylate			126-128 deg.C	colorless			Pbca	61	22.042	7.7499	22.375	90.0	90.0	90.0	3822.171	7.7499	22.042	22.375	90.0	90.0	90.0	3822.171	477.771375	1	8.0	1.0					4.66	293	1.424	1.424	3		at 293 K		
QUMFAI	Irfan Shaikh, R.N.Jadeja, R.Patel	Polyhedron 	183	114528	2020	C46 H36 Cl2 N6 O4 Zn1,C3 H7 N1 O1	(2,2'-bipyridine)-bis(2-(p-tolyl)-4-[(4-chlorophenyl)oxymethylidene]-5-methyl-2,4-dihydro-3H-pyrazol-3-one)-zinc dimethylformamide solvate				light yellow	recrystaliosation		P21/n	14	12.5956	26.5655	14.6544	90.0	110.822	90.0	4583.235	12.5956	14.6544	26.5655	90.0	90.0	110.822	4583.235	1145.80875	2	4.0	1.0	methanol/dimethylformamide	block			8.14	293	1.371	0.0	3		293 K		
QUMTID	A.Saeed, U.Florke	J.Heterocycl.Chem. 	52	846	2015	C19 H14 Cl2 N2 O2 S1	N-(5-acetyl-3-(4-chlorophenyl)-4-methyl-1,3-thiazol-2(3H)-ylidene)-2-chlorobenzamide				colorless			P-1	2	9.5001	10.6179	10.7535	64.992	87.339	65.882	886.688	9.5001	10.6179	10.7535	64.992	87.339	65.882	886.688	443.344	1	2.0	1.0		prism			3.11	130	1.518	1.518	3				
QUPXUU	K.Fujisawa, S.Imai, S.Suzuki, Y.Moro-oka, Y.Miyashita, Y.Yamada, K.Okamoto	J.Inorg.Biochem. 	82	229	2000	2(C8 H20 N1 1+),C36 H24 Cl6 Cu4 S6 2-,C1 H4 O1	bis(Tetraethylammonium) hexakis(mu!2$-4-chlorophenylthiolato)-tetra-copper(i) methanol solvate				yellow			P21/n	14	31.28	14.45	13.604	90.0	92.73	90.0	6141.975	13.604	14.45	31.28	90.0	92.73	90.0	6141.975	1535.49375	3	4.0	1.0		block			4.57	193	1.523	1.523	3				
