[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	[PREF]	[BATC]	[ADAT]	[MDAT]	[NBSI]	[CDRE]	[MSDB]	[NBIT]	[MATF]	[CATF]	[CCOM]	[_ccdc_NOTES]	[_ccdc_RMARKS]	[_ccdc_QUAL]	[_ccdc_PROPS]	
MOWKER	D.W.N.Wilson, N.H.Rees, J.M.Goicoechea	Organometallics 	38	4601	2019	C86 H117 B3 N7 O3 P3 W1,0.5(C6 H14)	tris[({1,3-bis[2,6-bis(propan-2-yl)phenyl]-1,3-dihydro-2H-1,3,2-diazaborol-2-yl}oxy)(phosphanidylidene)methyl]-[(t-butylazanylidyne)methyl]-tungsten hexane solvate				orange			P-1	2	14.7117	22.5626	28.9916	70.417	82.498	87.337	8989.017	14.7117	22.5626	28.9916	70.417	82.498	87.337	8989.017	2247.25425	2	4.0	2.0		plate			2.8	150	1.219	1.219	3				MOWKER	0	20191114	20191230	0	0	0	170	3	3			"CCDC: CCDC 1952980 "DOI: 10.1021/acs.organomet.9b00619	"TEMP: 150 K	"COLOR: orange "HABIT: plate	
MOYKOC	M.M.Kireenko, E.A.Kuchuk, K.V.Zaitsev, A.V.Churakov, G.S.Zaitseva, S.S.Karlov, J.A.K.Howard	CSD Communication(Private Communication) 			2015	C40 H60 Al2 N2 O4,0.5(C6 H14)	bis(mu!2$-1,1'-(Pyridine-2,6-diylbis(methylene))dicyclohexanolato)-dimethyl-di-aluminium n-hexane solvate				colorless			P21/c	14	15.069	12.711	21.607	90.0	100.128	90.0	4074.158	12.711	15.069	21.607	100.128	90.0	90.0	4074.158	1018.5395	2	4.0	1.0		block			4.19	183	1.19	1.19	3				MOYKOC	0	20150128	20150205	0	0	0	185	3	3			"CCDC: CCDC 1046046	"TEMP: at 183 K	"COLOR: colorless "HABIT: block	
MOZCOT	M.Kamigaito, Y.Watanabe, T.Ando, M.Sawamoto	J.Am.Chem.Soc. 	124	9994	2002	C45 H37 Cl1 P2 Ru1,0.5(C6 H14)	Chloro-(eta$5!-indenyl)-bis(triphenylphosphine)-ruthenium hexane solvate							P-1	2	9.8197	10.9602	19.5248	81.884	88.318	66.148	1901.76	9.8197	10.9602	19.5248	81.884	88.318	66.148	1901.76	950.88	2	2.0	1.0	dichloromethane/hexane				3.64	293	1.431	0.0	3		at 293 K		G5760401	493	20021101	20021101	796577	0	0	94	3	3			"CCDC: CCDC 193139 "DOI: 10.1021/ja0270470	"TEMP: at 293 K	"SOURCE-CHEM: dichloromethane/hexane	
MUFQUA	Y.Ohki, M.Imada, A.Murata, Y.Sunada, S.Ohta, M.Honda, T.Sasamori, N.Tokitoh, M.Katada, K.Tatsumi	J.Am.Chem.Soc. 	131	13168	2009	C46 H102 Fe8 N6 S11 Si8,C6 H14	(mu!6$-Sulfido)-hexakis(mu!3$-sulfido)-bis(mu!2$-bis(trimethylsilyl)amido)-bis(2,6-bis(trimethylsilyl)phenylthiolato)-bis(tetramethylthiourea)-hexa-iron(ii)-di-iron(iii) n-hexane solvate				black			P21/n	14	19.453	21.971	20.098	90.0	93.707	90.0	8571.95	19.453	20.098	21.971	90.0	90.0	93.707	8571.95	2142.9875	2	4.0	1.0		block			4.94	173	1.433	1.433	3				W5830508	894	20100707	20100707	0	0	0	124	3	3			"CCDC: CCDC 753955 "DOI: 10.1021/ja9055036	"TEMP: at 173.1 K	"COLOR: black "HABIT: block	
MUGCIA	J.Fornies, A.Garcia, J.Gomez, E.Lalinde, M.T.Moreno	Organometallics 	21	3733	2002	C48 H23 F20 P1 Pt2 S1,0.5(C6 H14)	(mu!2$-eta$2!-Diphenyl(phenylethynyl)phosphine-P)-(mu!2$-tetrahydrothiophene-1,1-diyl)-tetrakis(perfluorophenyl)-di-platinum(ii) hexane solvate							P-1	2	12.4059	13.3668	14.7789	89.2974	84.6206	83.6718	2425.078	12.4059	13.3668	14.7789	89.2974	84.6206	83.6718	2425.078	1212.539	2	2.0	1.0	n-hexane/dichloromethane				3.09	293	2.021	2.021	3		at 293 K		MUGCIA	497	20021127	20170720	797071	0	0	114	3	3			"CCDC: CCDC 194532 "DOI: 10.1021/om020374w	"TEMP: at 293 K	"SOURCE-CHEM: n-hexane/dichloromethane	
MUHXIZ	J.Jayakumar, G.Vedarethinam, Huan-Chang Hsiao, Shang-You Sun, Shih-Ching Chuang	Angew.Chem.,Int.Ed. 	59	689	2020	C31 H26 N2 O3,0.5(C6 H14)	15-(n-butoxycarbonyl)-15-hydroxy-11-phenyl-15H-cinnolino[2,3-f]phenanthridin-9-ium-10-ide n-hexane solvate				red			C2/c	15	24.7601	12.8966	18.801	90.0	117.513	90.0	5324.59	12.8966	13.95873	18.25594	69.96	69.3158	62.4867	2662.294	665.57375	2	8.0	1.0					4.42	100	1.291	1.291	3				MUHXIZ	0	20200326	20200505	0	0	0	173	3	3			"CCDC: CCDC 1920369 "DOI: 10.1002/anie.201910959	"TEMP: 100 K	"COLOR: red	
MUKPAM	D.Raiser, C.P.Sindlinger, H.Schubert, L.Wesemann	Angew.Chem.,Int.Ed. 	59	3151	2020	C54 H63 B1 Cl1 Ge1 P1,0.5(C6 H14)	({chloro[1$2!,1$4!,1$6!,3$2!,3$4!,3$6!-hexaisopropyl-1$2!,1$3!-dihydro[1$1!,2$1!:2$3!,3$1!-terphenyl]-1$3!-yl]boranyl}(triphenyl)-lambda$5!-phosphine)-germanium n-hexane solvate				colorless			P21/n	14	10.4043	17.7792	26.5273	90.0	98.114	90.0	4857.9	10.4043	17.7792	26.5273	90.0	98.114	90.0	4857.9	1214.475	2	4.0	1.0		prism			3.53	100	1.237	1.237	3				MUKPAM	0	20200327	20200508	0	0	0	206	3	3			"CCDC: CCDC 1964299 "DOI: 10.1002/anie.201914608	"TEMP: 100 K	"COLOR: colorless "HABIT: prism	
MUKVOE	W.Uhl, M.R.Halvagar, M.Claesener	Chem.-Eur.J. 	15	11298	2009	C44 H120 Ga4 Li4 O12 Si8,C6 H14	bis(mu!4$-oxido)-tetrakis(mu!3$-hydroxido)-bis(mu!2$-2-methylpropan-2-olato)-dihydroxy-bis(2-methylpropan-2-ol)-tetrakis(bis(trimethylsilyl)methyl)-tetra-gallium-tetra-lithium hexane solvate				colorless			P21/n	14	16.933	13.043	19.562	90.0	111.774	90.0	4012.164	13.043	16.933	19.562	111.774	90.0	90.0	4012.164	2006.082	2	2.0	0.5		plate			3.54	153	1.208	1.208	3				W6010308	893	20100629	20100629	0	0	0	103	3	3			"CCDC: CCDC 707024 "DOI: 10.1002/chem.200900746	"TEMP: at 153 K	"COLOR: colorless "HABIT: plate	
MUTQAV	Andrea Cingolani, C.Cesari, S.Zacchini, V.Zanotti, M.C.Cassani, R.Mazzoni	Dalton Trans. 	44	19063	2015	C34 H24 Fe1 O6,0.5(C6 H14)	(eta$2!,eta$2!-3,4-bis(4-Methoxyphenyl)-2,5-diphenylcyclopenta-2,4-dienone)-tricarbonyl-iron n-hexane solvate				red			P21/n	14	14.3553	11.8026	17.6616	90.0	90.071	90.0	2992.4	11.8026	14.3553	17.6616	90.071	90.0	90.0	2992.4	748.1	2	4.0	1.0		prism			3.35	100	1.393	1.393	3				MUTQAV	0	20151021	20151103	0	0	0	130	3	3			"CCDC: CCDC 1416717 "DOI: 10.1039/C5DT03071D	"TEMP: 100 K	"COLOR: red "HABIT: prism	
NACMEM	Bei Zhao, Yang Xiao, Dan Yuan, Chengrong Lu, Yingming Yao	Dalton Trans. 	45	3880	2016	C62 H100 N6 Nd2 O4 Si4,2(C6 H14)	bis(mu!2$-N-(3-((Oxy(mesityl)methylene)amino)-2,2-dimethylpropyl)-2,4,6-trimethylbenzenecarboximidato)-bis(bis(trimethylsilyl)amide)-di-neodymium n-hexane solvate				light blue			Pc	7	13.8427	11.6716	24.6885	90.0	103.905	90.0	3871.943	11.6716	13.8427	24.6885	103.905	90.0	90.0	3871.943	1935.9715	2	2.0	1.0		prism			3.89	293	1.344	1.32	3		293 K		NACMEM	0	20160201	20160224	0	0	0	199	3	3			"CCDC: CCDC 1402612 "DOI: 10.1039/C5DT04217H	"TEMP: 293 K	"COLOR: light blue "HABIT: prism	
NAGSEV	E.L.Whitelaw, M.D.Jones, M.F.Mahon	Inorg.Chem. 	49	7176	2010	C32 H50 Hf1 N2 O4,C6 H14	(2,4-Di-t-butyl-6-(((2-((2-oxy-3-methylbenzylidene)amino)ethyl)(methyl)amino)methyl)phenolato)-bis(propan-2-olato)-hafnium(iv) hexane solvate				colorless			P21/c	14	11.052	24.775	14.502	90.0	97.668	90.0	3935.333	11.052	14.502	24.775	90.0	90.0	97.668	3935.333	983.83325	2	4.0	1.0		block			3.47	150	1.336	1.336	3				NAGSEV	923	20110304	20170712	0	0	0	168	3	3			"CCDC: CCDC 796223 "DOI: 10.1021/ic1010488	"TEMP: at 150 K	"COLOR: colorless "HABIT: block	
NAGTOI	Ya-Ping Ou, Jing Zhang, Yuxuan Hu, Jun Yin, Chunyan Chi, Sheng Hua Liu	Dalton Trans. 	49	16877	2020	C32 H40 Cl1 O1 P3 Ru1,C6 H14,C1 H2 Cl2	[2-(12-ethynyltetracene-5-yl)ethenyl]-tris(trimethylphosphine)-carbonyl-chloro-ruthenium(ii) dichloromethane hexane solvate				yellow			P21/n	14	12.6187	13.0122	25.898	90.0	96.021	90.0	4228.917	12.6187	13.0122	25.898	90.0	96.021	90.0	4228.917	1057.22925	3	4.0	1.0		block			4.68	200	1.321	1.321	3				NAGTOI	0	20201112	20201209	0	0	0	119	3	3			"CCDC: CCDC 1992053 "DOI: 10.1039/D0DT02883E	"TEMP: 200.2 K	"COLOR: yellow "HABIT: block	
NAJROH	A.A.Pasynsky, S.S.Shapovalov, Zh.V.Dobrokhotova, K.A.Lyssenko, S.N.Konchenko, N.A.Pushkarevsky	Koord.Khim.(Russ.)(Coord.Chem.) 	35	113	2009	C27 H31 As1 Cr2 Fe3 O8 S3 Te1,0.5(C6 H14)	(mu!3$-Tellurido)-(mu!3$-methylarsenido)-(mu!3$-sulfido)-bis(mu!2$-t-butylthio)-bis(eta$5!-cyclopentadienyl)-octacarbonyl-di-chromium-tri-iron hexane solvate				black			P21/c	14	14.104	22.631	15.371	90.0	109.73	90.0	4618.207	14.104	15.371	22.631	90.0	90.0	109.73	4618.207	1154.55175	2	4.0	1.0	benzene/hexane	prism			4.84	295	1.578	1.578	3		at 295 K		Y4780203	911	20101112	20101112	0	0	0	134	3	3			"CCDC: CCDC 697388 "RUSS: R09210	"TEMP: at 295 K	"COLOR: black "HABIT: prism "SOURCE-CHEM: benzene/hexane	
NAKMIZ	Liye Qu, T.Roisnel, M.Cordier, Dan Yuan, Yingming Yao, Bei Zhao, E.Kirillov	Inorg.Chem. 	59	16976	2020	C62 H71 N4 O2 Y1,0.5(C6 H14)	(4-t-butyl-2-(((2,6-di-isopropylphenyl)imino)methyl)-6-(((2,6-di-isopropylphenyl)imino)methyl)phenolato)-tetrahydrofuran-bis(2-(pyridin-2-yl)phenyl)-yttrium n-hexane solvate				green			P-1	2	10.865	13.7792	19.2209	95.939	97.937	97.796	2801.692	10.865	13.7792	19.2209	95.939	97.937	97.796	2801.692	1400.846	2	2.0	1.0		prism			4.78	150	1.228	1.228	3				NAKMIZ	0	20201113	20201222	0	0	0	185	3	3			"CCDC: CCDC 2016822 "DOI: 10.1021/acs.inorgchem.0c02112	"TEMP: 150 K	"COLOR: green "HABIT: prism	
NATLIG	V.Ya.Lee, H.Sugasawa, O.A.Gapurenko, R.M.Minyaev, V.I.Minkin, H.Gornitzka, A.Sekiguchi	Chem.-Eur.J. 	22	17585	2016	C16 H36 P1 Si4 1+,C24 B1 F20 1-,0.5(C6 H14)	2,3,4,5-tetrakis(trimethylsilyl)-1-phosphatetracyclo[2.1.0.0$1,3!.0$2,5!]pentan-1-ium tetrakis(pentafluorophenyl)borate n-hexane solvate				yellow		Air-sensitive,Moisture-sensitive	P21/n	14	17.5449	14.5539	18.8489	90.0	91.092	90.0	4812.131	14.5539	17.5449	18.8489	91.092	90.0	90.0	4812.131	1203.03275	3	4.0	1.0		prism			3.69	150	1.51	1.51	3				NATLIG	0	20170323	20170330	0	0	0	119	3	3			"CCDC: CCDC 1477462 "DOI: 10.1002/chem.201604480	"TEMP: 150 K	"COLOR: yellow "HABIT: prism "SENS: Air-sensitive,Moisture-sensitive	
NAXZAP	C.Jones, C.Schulten	J.Chem.Cryst. 	42	856	2012	C38 H70 Cl2 Mg2 O2 P4,C6 H14	bis(mu!2$-chloro)-bis(2,4,5-tri-t-butyl-1H-1,3-diphosphol-1-yl)-bis(tetrahydrofuran)-di-magnesium n-hexane solvate				yellow orange			P-1	2	10.792	10.969	12.484	64.38	68.96	83.1	1242.605	10.792	10.969	12.484	64.38	68.96	83.1	1242.605	1242.605	2	1.0	0.5		block			3.78	123	1.187	1.187	3				O4383101	983	20120926	20120926	0	0	0	179	3	3			"CCDC: CCDC 862578 "DOI: 10.1007/s10870-012-0326-5	"TEMP: at 123 K	"COLOR: yellow orange "HABIT: block	
NAZLIM	M.Grandl, B.Rudolf, Yu Sun, D.Bechtel, A.Pierik, F.Pammer	Organometallics 	36	2527	2017	C6 H14,C48 H26 B2 F20 N2	 6,6,14,14-tetrakis(pentafluorophenyl)-5,13-bis(propan-2-yl)-5,6,13,14-tetrahydro-7,15,6,14-dibenzo[d,d']pyrazino[1,2-f:4,5-f']bis[1,2]azaborinine hexane solvate				yellow			P-1	2	9.6899	11.8206	12.5661	104.421	105.505	113.302	1166.976	9.6899	11.8206	12.5661	104.421	105.505	113.302	1166.976	1166.976	2	1.0	0.5		prism			4.74	150	1.592	1.592	3				NAZLIM	0	20170807	20170808	0	0	0	172	3	3			"CCDC: CCDC 1513371 "DOI: 10.1021/acs.organomet.6b00916	"TEMP: 150 K	"COLOR: yellow "HABIT: prism	
NEHSUP	G.H.Spikes, Yang Peng, J.C.Fettinger, P.P.Power	Z.Anorg.Allg.Chem. 	632	1005	2006	C60 H74 Ge1,0.5(C6 H14)	bis(2,6-bis(2,6-Di-isopropylphenyl)phenyl)-germanium hexane solvate			159-161 deg.C	blue		air- and moisture-sensitive	P-1	2	11.3595	12.728	19.5446	82.655	87.907	69.292	2621.463	11.3595	12.728	19.5446	82.655	87.907	69.292	2621.463	1310.7315	2	2.0	1.0		block			4.96	90	1.154	0.0	3				N5620101	694	20060831	20060831	0	0	0	80	3	3			"CCDC: CCDC 293514 "DOI: 10.1002/zaac.200500532	"TEMP: at 90 K	"MP: 159-161 deg.C "COLOR: blue "HABIT: block "SENS: air- and moisture-sensitive	
NETFEA	K.V.Zaitsev, A.V.Kharcheva, K.Lam, Z.Zhanabil, G.Issabayeva, Y.F.Oprunenko, A.V.Churakov, G.S.Zaitseva, S.S.Karlov	J.Organomet.Chem. 	867	228	2017	C38 H21 F15 Ge3,0.5(C6 H14)	2,2-dimethyl-1,1,1-tris(pentafluorophenyl)-3,3,3-triphenyltrigermane hexane solvate				colorless			P-1	2	11.2231	11.9643	15.9076	74.044	89.763	76.74	1995.004	11.2231	11.9643	15.9076	74.044	89.763	76.74	1995.004	997.502	2	2.0	1.0		block			2.66	150	1.704	1.704	3				NETFEA	0	20171207	20180526	0	0	0	96	3	3			"CCDC: CCDC 1580741 "DOI: 10.1016/j.jorganchem.2017.11.029	"TEMP: 150 K	"COLOR: colorless "HABIT: block	
NEZLUA	W.J.Evans, T.M.Champagne, J.W.Ziller, N.Kaltsoyannis	J.Am.Chem.Soc. 	128	16178	2006	C70 H86 O2 Sm2,C6 H14	(mu!2$-3-Methylidene-1,1,5,5-tetraphenylpentane-1,5-diolato)-tetrakis(eta$5!-pentamethyl-cyclopentadienyl)-di-samarium hexane solvate				yellow			P21/c	14	18.4167	21.6057	35.253	90.0	105.023	90.0	13547.94	18.4167	21.6057	35.253	90.0	105.023	90.0	13547.94	1693.4925	2	8.0	2.0		irregular			4.34	158	1.32	1.32	3				Q3970305	747	20070620	20070620	0	0	0	104	3	3			"CCDC: CCDC 610474 "DOI: 10.1021/ja0645988	"TEMP: at 158 K	"COLOR: yellow "HABIT: irregular	
NIGMUN	K.-O.Feldmann, J.J.Weigand	Angew.Chem.,Int.Ed. 	51	7545	2012	C36 H30 P7 1+,0.5(C6 H14),C5 H9 N2 1+,2(C1 F3 O3 S1 1-)	6-(Diphenylphosphino)-2,2,4,4-tetraphenyl-bicyclo[3.1.0]hexaphosphanium 3,5-dimethylpyazolium bis(trifluoromethanesulfonate)				pale yellow			P-1	2	10.1851	15.6225	17.1753	102.19	92.683	103.248	2587.12	10.1851	15.6225	17.1753	102.19	92.683	103.248	2587.12	2587.12	4	1.0	0.5		irregular			4.04	153	0.717	1.435	3				NIGMUN	0	20130524	20160422	0	0	0	182	3	3			"CCDC: CCDC 867503 "DOI: 10.1002/anie.201201414	"TEMP: 153 K	"COLOR: pale yellow "HABIT: irregular	
NIJHIA	K.C.Mullane, Ho, Ryu, T.Cheisson, L.N.Grant, Ji Young Park, B.C.Manor, P.J.Carroll, Mu-Hyun Baik, D.J.Mindiola, E.J.Schelter	J.Am.Chem.Soc. 	140	11335	2018	C56 H86 K1 N3 O3 P2 U1,0.5(C6 H14)	(mu-[2-({2-[di(propan-2-yl)phosphanyl]-4-methylphenyl}azanidyl)-3,5-dimethylphenyl]methyl)-(mu-imido)-({2-[di(propan-2-yl)phosphanyl]-4-methylphenyl}(2,4,6-trimethylphenyl)amido)-tris(tetrahydrofuran)-potassium-uranium(iv) n-hexane solvate				black			P-1	2	12.7487	13.6035	17.6124	102.07	91.734	98.501	2948.208	12.7487	13.6035	17.6124	102.07	91.734	98.501	2948.208	1474.104	2	2.0	1.0		prism			2.63	100	1.387	1.387	3				NIJHIA	0	20180925	20181013	0	0	0	195	3	3			"CCDC: CCDC 1563038 "DOI: 10.1021/jacs.8b06090	"TEMP: 100 K	"COLOR: black "HABIT: prism	
NIKVEI	V.Ferrand, K.Merzweiler, G.Rheinwald, H.Stoeckli-Evans, G.Suss-Fink	J.Organomet.Chem. 	549	263	1997	C23 H23 N1 O9 Ru3 S1,0.5(C6 H14)	(mu!3$-eta$2!,eta$2!-Oct-4-en-4-yl)-(mu!3$-methylphenylsulfinylimido)-(mu!2$-carbonyl)-heptacarbonyl-tri-ruthenium n-hexane solvate				orange-yellow			P-1	2	8.812	9.225	20.904	93.39	98.83	110.36	1562.597	8.812	9.225	20.904	93.39	98.83	110.36	1562.597	781.2985	2	2.0	1.0		plate			3.31	295	1.776	1.776	3				C1410702	328	19980522	20020713	685814	0	0	163	3	3			"ARCH: 980209A "DOI: 10.1016/S0022-328X(97)00506-8		"COLOR: orange-yellow "HABIT: plate	
NIMWAH	M.N.Gibbons, D.B.Sowerby	J.Chem.Soc.,Dalton Trans. 		2785	1997	C40 H42 O5 P2 Sb2,0.5(C6 H14)	bis(mu!2$-Dimethylphosphinato)-(mu!2$-oxo)-bis(triphenyl-antimony(v)) hexane solvate			188-192deg.C				C2/c	15	26.704	16.879	22.1874	90.0	125.35	90.0	8156.883	15.7956	15.7956	19.97458	101.768	104.3321	115.4079	4078.44	1019.610375	2	8.0	1.0					3.44	120	1.549	1.549	3				B4240303	329	19980602	20020713	686021	0	0	124	3	3			"JSUP: 186/589 "DOI: 10.1039/a702244a	"TEMP: at 120 K	"MP: 188-192deg.C	
NIPMAC	S.M.Ibrahim Al-Rafia, O.Shynkaruk, S.M.McDonald, S.K.Liew, M.J.Ferguson, R.McDonald, R.H.Herber, E.Rivard	Inorg.Chem. 	52	5581	2013	C32 H38 Cr1 N2 O5 Sn1,0.5(C6 H14)	(1,3-bis(2,6-diisopropylphenyl)-2,3-dihydro-1H-imidazol-2-ylidene)-pentacarbonyl-dihydrido-chromium-tin n-hexane solvate				colorless			P21/n	14	10.8773	20.1714	16.8178	90.0	103.0007	90.0	3595.415	10.8773	16.8178	20.1714	90.0	90.0	103.0007	3595.415	1797.7075	2	2.0	0.5		prism			2.21	173	0.688	1.375	3				NIPMAC	0	20131001	20140303	0	0	0	140	3	3			"CCDC: CCDC 964265 "DOI: 10.1021/ic4005455	"TEMP: at 173 K	"COLOR: colorless "HABIT: prism	
NIPPIL	M.H.Chisholm, Jui-Hsien Huang, J.C.Huffman, W.E.Streib, D.Tiedtke	Polyhedron 	16	2941	1997	C46 H60 O4 Ti1,0.5(C6 H14)	bis(2,2'-Methylene-bis(6-t-butyl-4-methylphenolato))-titanium(iv) hexane solvate				yellow			P-1	2	13.313	16.405	11.657	106.87	101.09	106.28	2232.413	11.657	13.313	16.405	106.28	106.87	101.09	2232.413	1116.2065	2	2.0	1.0					3.62	102	1.142	1.143	3				NIPPIL	329	19980601	20160714	686193	0	0	114	3	3			"CCDC: CCDC 1220495 "DOI: 10.1016/S0277-5387(97)00058-2	"TEMP: at -171deg.C	"COLOR: yellow	
NITHUV	C.P.Sindlinger, A.Stasch, L.Wesemann	Organometallics 	33	322	2014	C49 H55 Bi1 Cl2 N2 P2,0.5(C6 H14)	Dichloro-(N-(((N-(2,6-di-isopropylphenyl)-P,P-diphenylphosphorimidoyl)methylene)(diphenyl)phosphoranyl)-2,6-diisopropylaniline)-bismuth n-hexane solvate				light yellow green			P21/c	14	12.0435	17.7779	23.38	90.0	104.474	90.0	4846.968	12.0435	17.7779	23.38	90.0	104.474	90.0	4846.968	1211.742	2	4.0	1.0		block			2.78	100	1.448	1.448	3				NITHUV	0	20140205	20140429	0	0	0	150	3	3			"CCDC: CCDC 969559 "DOI: 10.1021/om401059x	"TEMP: at 100 K	"COLOR: light yellow green "HABIT: block	
NOBCEO	K.A.Smart, M.Grellier, L.Vendier, S.A.Mason, S.C.Capelli, A.Albinati, V.Montiel-Palma, M.A.Munoz-Hernandez, S.Sabo-Etienne	Inorg.Chem. 	53	1156	2014	C27 H34 N6 Ru1 Si3,0.5(C6 H14)	tris(1-(Dimethylsilyl)-1H-pyrrolo[2,3-b]pyridine)-hydrido-ruthenium n-hexane solvate				yellow			P-1	2	9.4948	9.6324	18.339	95.782	98.83	105.106	1582.585	9.4948	9.6324	18.339	95.782	98.83	105.106	1582.585	791.2925	2	2.0	1.0		rectangular			3.36	173	1.408	1.408	3				NOBCEO	0	20140208	20140710	0	0	0	176	3	3			"CCDC: CCDC 947557 "DOI: 10.1021/ic4027199	"TEMP: at 173 K	"COLOR: yellow "HABIT: rectangular	
NOCYOW	T.Oswald, M.Fischer, N.Struckmann, M.Schmidtmann, R.Beckhaus	Organometallics 	38	829	2019	C45 H48 Cl1 N1 Ti1,0.5(C6 H14)	(adamantyl-cyclopentadienyl)-chloro-(2-(tetramethyl-cyclopentadienyl)-1-(triphenylmethyl)ethenamide)-titanium n-hexane solvate				red			P21/c	14	19.3414	14.1248	14.6035	90.0	95.2913	90.0	3972.579	14.1248	14.6035	19.3414	95.2913	90.0	90.0	3972.579	993.14475	2	4.0	1.0		plate			4.13	250	1.219	1.219	3				NOCYOW	0	20190207	20190310	0	0	0	140	3	3			"CCDC: CCDC 1878083 "DOI: 10.1021/acs.organomet.8b00831	"TEMP: 250 K	"COLOR: red "HABIT: plate	
NODGET	V.Lavallo, C.A.Dyker, B.Donnadieu, G.Bertrand	Angew.Chem.,Int.Ed. 	47	5411	2008	C31 H28 N2 O2,0.5(C6 H14)	rac-3,5-bis(2,6-Dimethylphenoxy)-1,2-diphenylpyrazole hexane solvate			95deg.C(dec)	orange			P-1	2	9.911	10.358	15.28	90.068	98.577	111.402	1441.479	9.911	10.358	15.28	90.068	98.577	111.402	1441.479	720.7395	2	2.0	1.0	hexanes	prism fragment			4.98	180	1.16	1.16	3				T1060402	833	20081216	20081216	0	0	0	115	3	3			"CCDC: CCDC 684019 "DOI: 10.1002/anie.200801176	"TEMP: at 180 K	"MP: 95deg.C(dec) "COLOR: orange "HABIT: prism fragment "SOURCE-CHEM: hexanes	
NOHPUY	S.Yugandar, H.Nakamura	Chem.Commun. 	55	8382	2019	C18 H22 Cl2 N1 Rh1,0.25(C6 H14)	(1-(4-chlorophenyl)ethan-1-imine)-chloro-(pentamethyl-cyclopentadienyl)-rhodium n-hexane solvate				yellow			P21	4	8.4219	35.714	13.5618	90.0	101.876	90.0	3991.802	8.4219	13.5618	35.714	90.0	90.0	101.876	3991.802	498.97525	2	8.0	4.0		column			4.87	90	1.49	1.49	3				NOHPUY	0	20190620	20190905	0	0	0	136	3	3			"CCDC: CCDC 1870842 "DOI: 10.1039/C9CC03283E	"TEMP: 90 K	"COLOR: yellow "HABIT: column	
NOLQEL	J.Scott, Hongjun Fan, B.F.Wicker, A.R.Fout, Mu-Hyun Baik, D.J.Mindiola	J.Am.Chem.Soc. 	130	14438	2008	C33 H60 Al2 N1 P2 Sc1,C6 H14	(mu!3$-Methylene)-bis(mu!2$-methyl)-(bis(2-diisopropylphosphino-4-methylphenyl)amino)-tetramethyl-di-aluminium-scandium hexane solvate				orange			P21/c	14	14.7065	20.5075	14.8336	90.0	103.317	90.0	4353.422	14.7065	14.8336	20.5075	90.0	90.0	103.317	4353.422	1088.3555	2	4.0	1.0		block			3.22	150	1.095	1.095	3				T7460302	855	20090521	20090521	0	0	0	158	3	3			"CCDC: CCDC 712827 "DOI: 10.1021/ja806635x	"TEMP: at 150 K	"COLOR: orange "HABIT: block	
NOPJOS	A.G.M.Barrett, M.R.Crimmin, M.S.Hill, P.B.Hitchcock, S.L.Lomas, M.F.Mahon, P.A.Procopiou, K.Suntharalingam	Organometallics 	27	6300	2008	C49 H70 Ca1 N4 O1,0.5(C6 H14)	(N,N'-bis(2,6-diisopropylphenyl)pentane-2,4-diiminato)-(N,N'-diisopropyl-(2-p-tolylethynyl)amidinato)-(tetrahydrofuran)-calcium hexane solvate				colorless			P21/c	14	11.7318	18.3367	23.4138	90.0	94.186	90.0	5023.399	11.7318	18.3367	23.4138	90.0	94.186	90.0	5023.399	1255.84975	2	4.0	1.0	hexane	prism			4.77	173	1.077	1.077	3			The authors report the structure as solvated with tetrahydrofuran, the cif has hexane	V0430702	855	20090521	20090521	0	0	0	181	3	3			"CCDC: CCDC 714300 "REMARK: The authors report the structure as solvated with tetrahydrofuran, the cif has hexane. "DOI: 10.1021/om800738r	"TEMP: at 173 K	"COLOR: colorless "HABIT: prism "SOURCE-CHEM: hexane	
